101	-1.3083	101	-2.29911
102	-1.3124	102	-2.349
103	-1.3165	103	-2.39959
104	-1.3204	104	-2.44861
105	-1.3238	105	-2.4982
106	-1.3203	106	-2.44846
107	-1.3164	107	-2.39882
108	-1.3126	108	-2.34899
109	-1.3087	109	-2.29884
110	-1.3046	110	-2.24901
111	-1.29	111	-2.19889
112	-1.295	112	-2.14823
113	-1.29	113	-2.099
114	-1.2846	114	-2.04863
115	-1.2793	115	-1.99945
116	-1.2733	116	-1.94871
117	-1.267	117	-1.89832
118	-1.2604	118	-1.84879
119	-1.2539	119	-1.799
120	-1.247	120	-1.74831
121	-1.2401	121	-1.69904
122	-1.2319	122	-1.6487
123	-1.2232	123	-1.59947
124	-1.214	124	-1.54851
125	-1.2046	125	-1.49885
126	-1.1946	126	-1.44911
127	-1.1841	127	-1.39843
128	-1.1731	128	-1.3487
129	-1.1614	129	-1.29877
130	-1.1488	130	-1.24904
131	-1.1353	131	-1.19783
132	-1.1212	132	-1.14849
133	-1.1063	133	-1.09842
134	-1.0907	134	-1.04958
135	-1.0734	135	-0.998634
136	-1.055	136	-0.948501
137	-1.0354	137	-0.898903
138	-1.0137	138	-0.849208
139	-0.99	139	-0.798233
140	-0.965	140	-0.749208
141	-0.9372	141	-0.698661
142	-0.9058	142	-0.647861
143	-0.8726	143	-0.598697
144	-0.8353	144	-0.548532
145	-0.7946	145	-0.498984
146	-0.7486	146	-0.448704
147	-0.6975	147	-0.398787
148	-0.6418	148	-0.349046
149	-0.5789	149	-0.298774
150	-0.5091	150	-0.24859
151	-0.4337	151	-0.199127
152	-0.3488	152	-0.14889
153	-0.2553	153	-0.099873
154	-0.1398	154	-0.048627
155	0.0175	155	0
156	0.0179	156	3.4E-4
157	0.018	157	3.7E-4
158	0.0182	158	2.85E-4
159	0.0183	159	3.81E-4
160	0.3474	160	0.049395
161	0.5273	161	0.100276
162	0.645	162	0.148901
163	0.7437	163	0.199159
164	0.8286	164	0.248586
165	0.9056	165	0.299452
166	0.9738	166	0.349469
167	1.0337	167	0.399307
168	1.088	168	0.449115
169	1.1364	169	0.499225
170	1.1795	170	0.548908
171	1.2181	171	0.599123
172	1.2522	172	0.647849
173	1.2844	173	0.699301
174	1.3127	174	0.74917
175	1.3378	175	0.798493
176	1.3616	176	0.849662
177	1.3833	177	0.899167
178	1.4033	178	0.948958
179	1.4221	179	0.99884
180	1.4395	180	1.04994
181	1.4553	181	1.09899
182	1.4697	182	1.14854
183	1.4838	183	1.19841
184	1.4972	184	1.24954
185	1.5094	185	1.29934
186	1.5205	186	1.34929
187	1.5311	187	1.39885
188	1.5412	188	1.44974
189	1.5504	189	1.49894
190	1.559	190	1.54907
191	1.5676	191	1.59987
192	1.5753	192	1.64938
193	1.583	193	1.69934
194	1.5897	194	1.7488
195	1.5968	195	1.79948
196	1.6033	196	1.84933
197	1.6092	197	1.89928
198	1.6147	198	1.94888
199	1.6203	199	2.00035
200	1.6256	200	2.0489
201	1.6306	201	2.09933
202	1.6352	202	2.1488
203	1.6396	203	2.19901
204	1.6437	204	2.24915
205	1.6476	205	2.29912
206	1.6511	206	2.34936
207	1.655	207	2.39971
208	1.6588	208	2.4487
209	1.6624	209	2.49833
